use,name,description,variableslink
,B26103B,GROUP QUARTERS TYPE (3 TYPES) (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26103B.json
,B26103C,GROUP QUARTERS TYPE (3 TYPES) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26103C.json
,B26103D,GROUP QUARTERS TYPE (3 TYPES) (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26103D.json
,B26103E,GROUP QUARTERS TYPE (3 TYPES) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26103E.json
,B26103F,GROUP QUARTERS TYPE (3 TYPES) (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26103F.json
,B26103G,GROUP QUARTERS TYPE (3 TYPES) (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/B26103G.json
,B26103H,"GROUP QUARTERS TYPE (3 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/B26103H.json
,B26103I,GROUP QUARTERS TYPE (3 TYPES) (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/B26103I.json
,B26104,GROUP QUARTERS TYPE (3 TYPES) BY MARITAL STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26104.json
,B26105,GROUP QUARTERS TYPE (3 TYPES) BY SCHOOL ENROLLMENT,https://api.census.gov/data/2019/acs/acs5/groups/B26105.json
,B26106,GROUP QUARTERS TYPE (3 TYPES) BY EDUCATIONAL ATTAINMENT,https://api.census.gov/data/2019/acs/acs5/groups/B26106.json
,B26107,GROUP QUARTERS TYPE (3 TYPES) BY VETERAN STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26107.json
,B26108,GROUP QUARTERS TYPE (3 TYPES) BY AGE BY DISABILITY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26108.json
,B26109,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,https://api.census.gov/data/2019/acs/acs5/groups/B26109.json
,B26109PR,GROUP QUARTERS TYPE (3 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN PUERTO RICO,https://api.census.gov/data/2019/acs/acs5/groups/B26109PR.json
,B26110,GROUP QUARTERS TYPE (3 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26110.json
,B26113,GROUP QUARTERS TYPE (3 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,https://api.census.gov/data/2019/acs/acs5/groups/B26113.json
,B26114,GROUP QUARTERS TYPE (3 TYPES) BY EMPLOYMENT STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26114.json
,B26115,GROUP QUARTERS TYPE (3 TYPES) BY OCCUPATION,https://api.census.gov/data/2019/acs/acs5/groups/B26115.json
,B26117,GROUP QUARTERS TYPE (3 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,https://api.census.gov/data/2019/acs/acs5/groups/B26117.json
,B26118,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26118.json
,B26119,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (3 TYPES) BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26119.json
,B26120,GROUP QUARTERS TYPE (3 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,https://api.census.gov/data/2019/acs/acs5/groups/B26120.json
,B26201,GROUP QUARTERS TYPE (5 TYPES) BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/B26201.json
,B26202,MEDIAN AGE BY GROUP QUARTERS TYPE (5 TYPES),https://api.census.gov/data/2019/acs/acs5/groups/B26202.json
,B26203,GROUP QUARTERS TYPE (5 TYPES),https://api.census.gov/data/2019/acs/acs5/groups/B26203.json
,B26203A,GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203A.json
,B26203B,GROUP QUARTERS TYPE (5 TYPES) (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203B.json
,B26203C,GROUP QUARTERS TYPE (5 TYPES) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203C.json
,B26203D,GROUP QUARTERS TYPE (5 TYPES) (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203D.json
,B26203E,GROUP QUARTERS TYPE (5 TYPES) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203E.json
,B26203F,GROUP QUARTERS TYPE (5 TYPES) (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B26203F.json
,B26203G,GROUP QUARTERS TYPE (5 TYPES) (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/B26203G.json
,B26203H,"GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/B26203H.json
,B26203I,GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/B26203I.json
,B26204,GROUP QUARTERS TYPE (5 TYPES) BY MARITAL STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26204.json
,B26205,GROUP QUARTERS TYPE (5 TYPES) BY SCHOOL ENROLLMENT,https://api.census.gov/data/2019/acs/acs5/groups/B26205.json
,B26206,GROUP QUARTERS TYPE (5 TYPES) BY EDUCATIONAL ATTAINMENT,https://api.census.gov/data/2019/acs/acs5/groups/B26206.json
,B26207,GROUP QUARTERS TYPE (5 TYPES) BY VETERAN STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26207.json
,B26208,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26208.json
,B26209,GROUP QUARTERS TYPE (5 TYPES) BY GEOGRAPHICAL MOBILITY IN THE PAST YEAR FOR CURRENT RESIDENCE IN THE UNITED STATES,https://api.census.gov/data/2019/acs/acs5/groups/B26209.json
,B26210,GROUP QUARTERS TYPE (5 TYPES) BY NATIVITY AND CITIZENSHIP STATUS BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26210.json
,B26211,GROUP QUARTERS TYPE (5 TYPES) BY YEAR OF ENTRY,https://api.census.gov/data/2019/acs/acs5/groups/B26211.json
,B26212,GROUP QUARTERS TYPE (5 TYPES) BY WORLD REGION OF BIRTH,https://api.census.gov/data/2019/acs/acs5/groups/B26212.json
,B26213,GROUP QUARTERS TYPE (5 TYPES) BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH,https://api.census.gov/data/2019/acs/acs5/groups/B26213.json
,B26214,GROUP QUARTERS TYPE (5 TYPES) BY EMPLOYMENT STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B26214.json
,B26215,GROUP QUARTERS TYPE (5 TYPES) BY OCCUPATION,https://api.census.gov/data/2019/acs/acs5/groups/B26215.json
,B26216,AGGREGATE INCOME IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES),https://api.census.gov/data/2019/acs/acs5/groups/B26216.json
,B26217,GROUP QUARTERS TYPE (5 TYPES) BY SEX WITH EARNINGS IN THE PAST 12 MONTHS,https://api.census.gov/data/2019/acs/acs5/groups/B26217.json
,B26218,AGGREGATE EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26218.json
,B26219,MEDIAN EARNINGS IN THE PAST 12 MONTHS BY GROUP QUARTERS TYPE (5 TYPES) BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B26219.json
,B26220,GROUP QUARTERS TYPE (5 TYPES) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,https://api.census.gov/data/2019/acs/acs5/groups/B26220.json
,B27001,HEALTH INSURANCE COVERAGE STATUS BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/B27001.json
,B27002,PRIVATE HEALTH INSURANCE STATUS BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/B27002.json
,B27003,PUBLIC HEALTH INSURANCE STATUS BY SEX BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/B27003.json
,B27010,TYPES OF HEALTH INSURANCE COVERAGE BY AGE,https://api.census.gov/data/2019/acs/acs5/groups/B27010.json
,B27011,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY EMPLOYMENT STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B27011.json
,B27015,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),https://api.census.gov/data/2019/acs/acs5/groups/B27015.json
,B27019,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY AGE BY EDUCATIONAL ATTAINMENT,https://api.census.gov/data/2019/acs/acs5/groups/B27019.json
,B27020,HEALTH INSURANCE COVERAGE STATUS AND TYPE BY CITIZENSHIP STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B27020.json
,B27022,HEALTH INSURANCE COVERAGE STATUS BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,https://api.census.gov/data/2019/acs/acs5/groups/B27022.json
,B27023,PRIVATE HEALTH INSURANCE BY SEX BY ENROLLMENT STATUS FOR YOUNG ADULTS AGED 19 TO 25,https://api.census.gov/data/2019/acs/acs5/groups/B27023.json
,B28001,TYPES OF COMPUTERS IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28001.json
,B28002,PRESENCE AND TYPES OF INTERNET SUBSCRIPTIONS IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28002.json
,B28003,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28003.json
,B28004,HOUSEHOLD INCOME IN THE LAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PRESENCE AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28004.json
,B28005,AGE BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28005.json
,B28006,EDUCATIONAL ATTAINMENT BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28006.json
,B28007,LABOR FORCE STATUS BY PRESENCE OF A COMPUTER AND TYPES OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28007.json
,B28008,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28008.json
,B28009A,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009A.json
,B28009B,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (BLACK OR AFRICAN AMERICAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009B.json
,B28009C,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (AMERICAN INDIAN AND ALASKA NATIVE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009C.json
,B28009D,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (ASIAN ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009D.json
,B28009E,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009E.json
,B28009F,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (SOME OTHER RACE ALONE),https://api.census.gov/data/2019/acs/acs5/groups/B28009F.json
,B28009G,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (TWO OR MORE RACES),https://api.census.gov/data/2019/acs/acs5/groups/B28009G.json
,B28009H,"PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (WHITE ALONE, NOT HISPANIC OR LATINO)",https://api.census.gov/data/2019/acs/acs5/groups/B28009H.json
,B28009I,PRESENCE OF A COMPUTER AND TYPE OF INTERNET SUBSCRIPTION IN HOUSEHOLD (HISPANIC OR LATINO),https://api.census.gov/data/2019/acs/acs5/groups/B28009I.json
,B28010,COMPUTERS IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28010.json
,B28011,INTERNET SUBSCRIPTIONS IN HOUSEHOLD,https://api.census.gov/data/2019/acs/acs5/groups/B28011.json
,B29001,"CITIZEN, VOTING-AGE POPULATION BY AGE",https://api.census.gov/data/2019/acs/acs5/groups/B29001.json
,B29002,"CITIZEN, VOTING-AGE POPULATION BY EDUCATIONAL ATTAINMENT",https://api.census.gov/data/2019/acs/acs5/groups/B29002.json
,B29003,"CITIZEN, VOTING-AGE POPULATION BY POVERTY STATUS",https://api.census.gov/data/2019/acs/acs5/groups/B29003.json
,B29004,"MEDIAN HOUSEHOLD INCOME FOR HOUSEHOLDS WITH A CITIZEN, VOTING-AGE HOUSEHOLDER (IN 2019 INFLATION-ADJUSTED DOLLARS)",https://api.census.gov/data/2019/acs/acs5/groups/B29004.json
,B98001,UNWEIGHTED HOUSING UNIT SAMPLE,https://api.census.gov/data/2019/acs/acs5/groups/B98001.json
,B98002,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE,https://api.census.gov/data/2019/acs/acs5/groups/B98002.json
,B98003,UNWEIGHTED TOTAL POPULATION SAMPLE,https://api.census.gov/data/2019/acs/acs5/groups/B98003.json
y,B98011,HOUSING UNIT COVERAGE RATE,https://api.census.gov/data/2019/acs/acs5/groups/B98011.json
,B98012,TOTAL POPULATION COVERAGE RATE BY SEX,https://api.census.gov/data/2019/acs/acs5/groups/B98012.json
,B98013,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS,https://api.census.gov/data/2019/acs/acs5/groups/B98013.json
,B98014,GROUP QUARTERS POPULATION COVERAGE RATE,https://api.census.gov/data/2019/acs/acs5/groups/B98014.json
,B98021,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,https://api.census.gov/data/2019/acs/acs5/groups/B98021.json
,B98022,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,https://api.census.gov/data/2019/acs/acs5/groups/B98022.json
,B98031,OVERALL PERSON CHARACTERISTIC ALLOCATION RATE,https://api.census.gov/data/2019/acs/acs5/groups/B98031.json
,B98032,OVERALL HOUSING UNIT CHARACTERISTIC ALLOCATION RATE,https://api.census.gov/data/2019/acs/acs5/groups/B98032.json
,B99011,ALLOCATION OF SEX,https://api.census.gov/data/2019/acs/acs5/groups/B99011.json
,B99012,ALLOCATION OF AGE,https://api.census.gov/data/2019/acs/acs5/groups/B99012.json
,B99021,ALLOCATION OF RACE,https://api.census.gov/data/2019/acs/acs5/groups/B99021.json
,B99031,ALLOCATION OF HISPANIC OR LATINO ORIGIN,https://api.census.gov/data/2019/acs/acs5/groups/B99031.json
,B99051,ALLOCATION OF CITIZENSHIP STATUS,https://api.census.gov/data/2019/acs/acs5/groups/B99051.json
,B99052,ALLOCATION OF YEAR OF ENTRY,https://api.census.gov/data/2019/acs/acs5/groups/B99052.json
,B99052PR,ALLOCATION OF YEAR OF ENTRY FOR POPULATION BORN OUTSIDE PUERTO RICO,https://api.census.gov/data/2019/acs/acs5/groups/B99052PR.json
,B99053,ALLOCATION OF YEAR OF NATURALIZATION,https://api.census.gov/data/2019/acs/acs5/groups/B99053.json
,B99061,ALLOCATION OF PLACE OF BIRTH,https://api.census.gov/data/2019/acs/acs5/groups/B99061.json
,B99071,ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99071.json
,B99072,ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99072.json
,B99080,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK,https://api.census.gov/data/2019/acs/acs5/groups/B99080.json
,B99081,ALLOCATION OF PLACE OF WORK,https://api.census.gov/data/2019/acs/acs5/groups/B99081.json
,B99082,ALLOCATION OF PRIVATE VEHICLE OCCUPANCY,https://api.census.gov/data/2019/acs/acs5/groups/B99082.json
,B99083,ALLOCATION OF TIME OF DEPARTURE TO GO TO WORK,https://api.census.gov/data/2019/acs/acs5/groups/B99083.json
,B99084,ALLOCATION OF TRAVEL TIME TO WORK,https://api.census.gov/data/2019/acs/acs5/groups/B99084.json
,B99085,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS,https://api.census.gov/data/2019/acs/acs5/groups/B99085.json
,B99086,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2019/acs/acs5/groups/B99086.json
,B99087,ALLOCATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2019/acs/acs5/groups/B99087.json
,B99088,ALLOCATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2019/acs/acs5/groups/B99088.json
,B99089,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2019/acs/acs5/groups/B99089.json
,B99092,ALLOCATION OF RELATIONSHIP,https://api.census.gov/data/2019/acs/acs5/groups/B99092.json
,B99102,ALLOCATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS,https://api.census.gov/data/2019/acs/acs5/groups/B99102.json
,B99103,ALLOCATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS,https://api.census.gov/data/2019/acs/acs5/groups/B99103.json
,B99104,ALLOCATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99104.json
,B99121,ALLOCATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99121.json
,B99122,ALLOCATION OF DIVORCED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99122.json
,B99123,ALLOCATION OF MARRIED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99123.json
,B99124,ALLOCATION OF WIDOWED IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99124.json
,B99125,ALLOCATION OF TIMES MARRIED FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99125.json
,B99126,ALLOCATION OF YEAR LAST MARRIED FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99126.json
,B99131,ALLOCATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,https://api.census.gov/data/2019/acs/acs5/groups/B99131.json
,B99132,ALLOCATION OF FERTILITY OF WOMEN 15 TO 50 YEARS,https://api.census.gov/data/2019/acs/acs5/groups/B99132.json
,B99141,ALLOCATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99141.json
,B99142,ALLOCATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,https://api.census.gov/data/2019/acs/acs5/groups/B99142.json
,B99151,ALLOCATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99151.json
,B99152,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99152.json
,B99161,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99161.json
,B99162,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99162.json
,B99163,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99163.json
,B99171,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,https://api.census.gov/data/2019/acs/acs5/groups/B99171.json
,B99172,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES,https://api.census.gov/data/2019/acs/acs5/groups/B99172.json
,B99181,ALLOCATION OF DISABILITY ITEMS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,https://api.census.gov/data/2019/acs/acs5/groups/B99181.json
,B99182,ALLOCATION OF HEARING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,https://api.census.gov/data/2019/acs/acs5/groups/B99182.json
,B99183,ALLOCATION OF VISION DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION,https://api.census.gov/data/2019/acs/acs5/groups/B99183.json
,B99184,ALLOCATION OF COGNITIVE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99184.json
,B99185,ALLOCATION OF AMBULATORY DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99185.json
,B99186,ALLOCATION OF SELF-CARE DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99186.json
,B99187,AGE BY ALLOCATION OF INDEPENDENT LIVING DIFFICULTY FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99187.json
,B99191,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED,https://api.census.gov/data/2019/acs/acs5/groups/B99191.json
,B99192,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED,https://api.census.gov/data/2019/acs/acs5/groups/B99192.json
,B99193,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,https://api.census.gov/data/2019/acs/acs5/groups/B99193.json
,B99194,ALLOCATION OF NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED,https://api.census.gov/data/2019/acs/acs5/groups/B99194.json
,B99201,ALLOCATION OF EARNINGS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER - PERCENT OF EARNINGS ALLOCATED,https://api.census.gov/data/2019/acs/acs5/groups/B99201.json
,B99211,ALLOCATION OF VETERAN STATUS FOR THE POPULATION 18 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99211.json
,B99212,ALLOCATION OF PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99212.json
,B99221,ALLOCATION OF FOOD STAMPS/SNAP RECEIPT,https://api.census.gov/data/2019/acs/acs5/groups/B99221.json
,B99231,ALLOCATION OF EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99231.json
,B99232,ALLOCATION OF WORK STATUS IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99232.json
,B99233,ALLOCATION OF USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99233.json
,B99234,ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99234.json
,B99241,ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99241.json
,B99242,ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99242.json
,B99243,ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2019/acs/acs5/groups/B99243.json
,B99244,"ALLOCATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2019/acs/acs5/groups/B99244.json
,B99245,"ALLOCATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2019/acs/acs5/groups/B99245.json
,B99246,"ALLOCATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2019/acs/acs5/groups/B99246.json
,B992510,ALLOCATION OF KITCHEN FACILITIES,https://api.census.gov/data/2019/acs/acs5/groups/B992510.json
,B992511,ALLOCATION OF HOUSE HEATING FUEL,https://api.census.gov/data/2019/acs/acs5/groups/B992511.json
,B992512,ALLOCATION OF VEHICLES AVAILABLE,https://api.census.gov/data/2019/acs/acs5/groups/B992512.json
,B992513,ALLOCATION OF TELEPHONE SERVICE AVAILABLE,https://api.census.gov/data/2019/acs/acs5/groups/B992513.json
,B992514,ALLOCATION OF MEALS INCLUDED IN RENT,https://api.census.gov/data/2019/acs/acs5/groups/B992514.json
,B992515,ALLOCATION OF CONTRACT RENT,https://api.census.gov/data/2019/acs/acs5/groups/B992515.json
,B992516,ALLOCATION OF RENT ASKED,https://api.census.gov/data/2019/acs/acs5/groups/B992516.json
,B992518,ALLOCATION OF GROSS RENT,https://api.census.gov/data/2019/acs/acs5/groups/B992518.json
,B992519,ALLOCATION OF VALUE,https://api.census.gov/data/2019/acs/acs5/groups/B992519.json
